system:time_start,potential_evaporation
,-0.017787793117652956
,-0.01296146581201659
,-0.016140966608266655
,-0.014620596596311467
,-0.015252097936657568
,-0.016947976056447562
,-0.016006857636966743
,-0.017455058031676646
,-0.013406074149922157
,-0.016475861790240742
,-0.013974960888541924
,-0.01420879876241088
,-0.017027707168987643
,-0.015033189682678008
,-0.014687801866481701
,-0.01514385333575774
,-0.016101742410683073
,-0.016869875777047127
,-0.016550127654530417
,-0.017355825955746695
,-0.01762841262097936
,-0.017450151698236976
,-0.01282919605243175
,-0.015029122141034653
,-0.015700969602524612
,-0.01729165630240459
,-0.02060382123454474
,-0.019250864342514735
,-0.015932661946862936
,-0.017804488238956157
,-0.018588121340144426
,-0.017291677082539536
,-0.014264643687056378
,-0.01634353765984997
