system:time_start,potential_evaporation
,-0.008388577087316662
,-0.008036459849487679
,-0.009190141014793577
,-0.008503110671881586
,-0.0085465216106968
,-0.008735083756619133
,-0.009244258976347433
,-0.010470553398287544
,-0.008101524887024425
,-0.00854483465567076
,-0.009374810664060837
,-0.007855505304178223
,-0.007672042561656174
,-0.009204712546003671
,-0.008121822136066234
,-0.008451838453765959
,-0.008408381060386697
,-0.008717748569324613
,-0.009953901710105129
,-0.00849198219172346
,-0.008831692039772557
,-0.00930313223216217
,-0.008035069122949304
,-0.008532877992062518
,-0.009014005724263066
,-0.008572397486811193
,-0.010567553583920622
,-0.00946766087145079
,-0.008344407057544837
,-0.0097255606087856
,-0.008820551622193307
,-0.010952309899342557
,-0.00854230367015892
,-0.008587825121746087
