system:time_start,potential_evaporation
,-0.01151834340998903
,-0.009139674051160304
,-0.008537119598865198
,-0.008947796435677446
,-0.010960160701264007
,-0.010285515571013093
,-0.01157172544238468
,-0.012638863244016344
,-0.011083964816255806
,-0.011825540558978295
,-0.010374339379874678
,-0.012165569579034733
,-0.010029573692008853
,-0.01270627988075527
,-0.010880309186177328
,-0.011741757785785012
,-0.010192583271418698
,-0.010055419683340006
,-0.011600108841472926
,-0.012435740155827565
,-0.012918417472974397
,-0.011996687579085119
,-0.012594205497104364
,-0.011501392951079955
,-0.011134401303327953
,-0.01150920503520562
,-0.012766530232814452
,-0.011654242664614381
,-0.010641740363401672
,-0.011342546281715235
,-0.010281515695775548
,-0.013187874496604005
,-0.011904321543018645
,-0.011451606051802324
