system:time_start,potential_evaporation
,-0.0065273298752257245
,-0.005287955548785823
,-0.0061252041193431955
,-0.006009915242126833
,-0.006142285367292189
,-0.005987044931859137
,-0.006566491005064005
,-0.007644061522002806
,-0.006025591002534176
,-0.006431223906825803
,-0.006079549438334397
,-0.006270131829711445
,-0.00548313175820288
,-0.006566337939850136
,-0.005910001714303355
,-0.006086733705096617
,-0.005557579119595813
,-0.006123360453210281
,-0.006610197188963772
,-0.00670858867631882
,-0.007003148691677651
,-0.0065043258080932954
,-0.006837904439236267
,-0.006454808612480727
,-0.006597875698628884
,-0.00735148394979708
,-0.006892176395028894
,-0.006402422129707574
,-0.006311161847981183
,-0.00635926752900623
,-0.006098518131980917
,-0.007700177553679646
,-0.0063632859181093964
,-0.006103636975974056
