system:time_start,potential_evaporation
,-0.019758287138150383
,-0.01591481974173803
,-0.018713995013968088
,-0.016535055644150514
,-0.0193646864402884
,-0.018042923368435975
,-0.018220961797245156
,-0.0191399395892707
,-0.0155022176525866
,-0.018340411969499353
,-0.018911421788895193
,-0.016646097273527023
,-0.019049148409976624
,-0.018672315559039514
,-0.018082956075280283
,-0.016198688147900004
,-0.01844792480308873
,-0.019350875363064308
,-0.02026900321652647
,-0.01704261802660767
,-0.018496359950707603
,-0.01977801450508802
,-0.014343694327787185
,-0.01634772987260173
,-0.018073711621885497
,-0.02021144097185849
,-0.021989044937072322
,-0.02129105124428558
,-0.017389863991411403
,-0.020458782664112125
,-0.019090204223175533
,-0.01921563433036984
,-0.01646552039407349
,-0.01780384859497038
