system:time_start,potential_evaporation
,-0.007011092300163782
,-0.0076893910803827095
,-0.007240623691662526
,-0.008350698817965714
,-0.007028636376759018
,-0.007241141968137605
,-0.007112045294507557
,-0.008137352827977718
,-0.00811302973259796
,-0.007500749653748547
,-0.007220697583742089
,-0.006983268181561812
,-0.007818484039831987
,-0.007589137307443325
,-0.007663738752980666
,-0.008582086641571776
,-0.0067752678825404805
,-0.007707633580530552
,-0.008175404312530964
,-0.007988385455426258
,-0.006928366400966151
,-0.007264107956597332
,-0.007292188729675266
,-0.006824358577667285
,-0.008119892446644685
,-0.008979576582405764
,-0.006500446456058893
,-0.008969864844950416
,-0.008587592960490534
,-0.007953804981161248
,-0.009821585537264903
,-0.008182935018007273
,-0.008234024227638128
,-0.008264500572833093
