system:time_start,potential_evaporation
,-0.0044761069566767115
,-0.004235043022689704
,-0.004744597173014067
,-0.004543070242282722
,-0.004589323986070476
,-0.0044209215886535525
,-0.004882612293473805
,-0.005803832298975944
,-0.004678965130822913
,-0.004550786517619711
,-0.004918106900540327
,-0.004279896633019426
,-0.00397967448531601
,-0.004576557427195407
,-0.004586308957904725
,-0.0043824390572569285
,-0.004442941522013332
,-0.004414769069020016
,-0.005023381979155699
,-0.004610239394344063
,-0.004677868531679882
,-0.0047771850242912615
,-0.004867529342351318
,-0.004469971317009542
,-0.005289118035937447
,-0.004754872748826368
,-0.005133240687938636
,-0.004318898508484524
,-0.0042362387849655195
,-0.00458771365657939
,-0.004595171739582152
,-0.005705406667721833
,-0.004592307968873922
,-0.004387611756356547
