system:time_start,potential_evaporation
,-0.018705461475716827
,-0.015411518412697155
,-0.01670827784303886
,-0.017532014949958666
,-0.01629074850797123
,-0.01858525887041146
,-0.019547618755718255
,-0.01844032999118402
,-0.014873930139179316
,-0.019861225220827488
,-0.015485197423873212
,-0.01568584395103648
,-0.018360592418967925
,-0.014520570713971717
,-0.01837276730713913
,-0.016845416289611927
,-0.015201754034610026
,-0.017565517112961972
,-0.018180913981147268
,-0.020058109148521908
,-0.017038023867078464
,-0.016464974891601335
,-0.014630474987966914
,-0.016745105834949453
,-0.016987981397768533
,-0.021271715351516226
,-0.021387594563485535
,-0.01840077009498297
,-0.01576126695581479
,-0.019939590158820568
,-0.019419906837396816
,-0.018569764067878067
,-0.01570233790431909
,-0.01751158004594294
