system:time_start,soil_temperature_level_1
,286.6767030504015
,285.25762566460503
,286.1776826646593
,286.06335661146375
,285.8889739990234
,286.6989066229926
,287.011919148763
,287.0192398919
,285.97423570421006
,286.97291191948784
,287.45456763373477
,286.2011677212185
,285.14118982950845
,286.55766864352756
,285.88196529812285
,285.43867636786564
,285.8716962178548
,287.17084333631726
,286.8317283630371
,287.3003607008192
,286.6893276638455
,286.84290067884655
,286.4834429423015
,286.52023942735457
,287.25550308227537
,288.02918395996096
,287.2574669731988
,285.490163591173
,285.98871137830946
,287.04713601006404
,287.3764247470432
,289.3404192606608
,286.1928380330404
,286.1274197048611
