system:time_start,soil_temperature_level_1
,293.5327784220378
,293.9645029703776
,292.38228098551434
,293.732369740804
,293.6620178222656
,294.11030832926434
,293.4637934366862
,293.91025670369464
,293.3718668619792
,294.67247009277344
,293.78818766276044
,293.6139055887858
,293.5012499491374
,293.770689646403
,293.95216369628906
,293.8343696594238
,293.16027704874676
,294.7225062052409
,294.6996777852376
,294.8249041239421
,293.51587168375653
,293.49177678426105
,293.42309443155926
,293.78968302408856
,294.5659039815267
,294.6810709635417
,293.47720591227215
,294.3021125793457
,294.3518778483073
,293.86147689819336
,295.84148534138996
,295.279598236084
,294.0799611409505
,293.1835352579753
