system:time_start,skin_temperature
,285.8158755446925
,284.9847883744673
,285.5251494898941
,285.5259921911991
,284.8309125033292
,286.4288147435044
,286.8383154435591
,286.10573901552146
,285.04333218661225
,286.71163651437473
,286.89013706554067
,285.8828005935207
,284.96985614661014
,286.2183593981194
,285.58999911221593
,284.85919039177173
,285.2681540286902
,287.0764659534801
,286.89091329863584
,286.08121848828875
,286.51229095458984
,286.36177745009917
,285.895030744148
,286.050832343824
,287.04901758829754
,287.09054149280894
,286.8216484532212
,285.1928382642342
,285.62028734611744
,286.15683260830974
,286.47584475892967
,288.3998033928149
,285.41420607133347
,284.8418303980972
