system:time_start,skin_temperature
,292.1649309572966
,292.4200875544893
,290.94866432521655
,292.0008104407269
,291.9797282564468
,292.51175165591036
,291.95806890294176
,291.749372089773
,291.59518027927567
,293.24562197699066
,292.5128224580184
,291.9234376437422
,291.9605131619218
,292.18501194387244
,292.39127040254897
,291.91454594930013
,291.88767507801884
,293.3781925588414
,293.1120179770649
,292.93233365045074
,292.10042846237405
,292.164186881245
,292.02725464088326
,292.47352124642634
,292.9397929647694
,293.24045467653133
,292.9750021782474
,292.3886692655259
,292.3247088667275
,292.0577232913694
,292.98744052389395
,293.2781044116918
,292.0809818654821
,291.46141461358553
