year  nDays  P  Q  P-Q   Q/P  (P-Q)/p
1980.0 366.0 795.6000016145408 191.16827972264383 604.431721891897 0.24028189961626306 0.759718100383737
1981.0 364.0 1069.6100002340972 302.23719154214615 767.3728086919511 0.28256765688054325 0.7174323431194568
1982.0 364.0 1204.2599968127906 688.1480651075973 516.1119317051933 0.5714281524993428 0.4285718475006573
1983.0 364.0 1093.390001418069 439.70252432248293 653.687477095586 0.4021460995182067 0.5978539004817932
1984.0 365.0 969.3399976491928 352.712763189848 616.6272344593449 0.3638689871925576 0.6361310128074424
1985.0 364.0 1158.3700021281838 462.41604866530724 695.9539534628766 0.39919546243061016 0.6008045375693898
1986.0 364.0 889.5199991222471 118.7903642499946 770.7296348722525 0.13354434342928043 0.8664556565707195
1987.0 364.0 832.4399977419525 164.47949242781957 667.960505314133 0.19758720493246462 0.8024127950675354
1988.0 365.0 774.4699952229857 171.67462924835465 602.7953659746311 0.2216672438019061 0.7783327561980938
1989.0 364.0 749.0699983537197 174.9208517619648 574.149146591755 0.23351736439371465 0.7664826356062854
1990.0 364.0 1208.559994481504 300.95445543525886 907.6055390462451 0.2490190448214979 0.7509809551785022
1991.0 364.0 810.5699995514005 154.59004723510674 655.9799523162937 0.19071770151950182 0.8092822984804982
1992.0 365.0 886.2299986705184 104.86255074092296 781.3674479295954 0.11832430734485737 0.8816756926551426
1993.0 364.0 1165.0300038196146 654.7570754849324 510.2729283346822 0.5620087665882214 0.43799123341177865
1994.0 364.0 949.2100031133741 310.70371861436485 638.5062844990093 0.32732874452994387 0.6726712554700562
1995.0 364.0 898.4200032670051 271.9663074550691 626.453695811936 0.30271622010428717 0.6972837798957128
1996.0 365.0 989.0200009364635 365.8081109980322 623.2118899384313 0.36986927529439556 0.6301307247056045
1997.0 364.0 858.3899933025241 147.92778972977624 710.4622035727479 0.17233168010340696 0.8276683198965931
1998.0 364.0 1088.3599997200072 332.1103149127506 756.2496848072566 0.30514748336781 0.6948525166321899
1999.0 364.0 988.5100009255111 231.10703699815326 757.4029639273579 0.2337933220521542 0.7662066779478458
2000.0 365.0 965.0000016372651 178.1310676186977 786.8689340185674 0.18459177960256168 0.8154082203974383
2001.0 364.0 924.0300012622029 285.25622230971913 638.7737789524838 0.3087088318778243 0.6912911681221758
2002.0 364.0 1065.580000910908 522.1290080494017 543.4509928615063 0.4899951271636679 0.5100048728363321
2003.0 364.0 1002.6400015931576 114.69292261200684 887.9470789811508 0.11439093037357781 0.8856090696264222
2004.0 365.0 1097.0499983206391 303.3374565594402 793.712541761199 0.276502854950812 0.723497145049188
2005.0 364.0 930.919998023659 214.36667456973882 716.5533234539201 0.23027400316336397 0.769725996836636
2006.0 364.0 991.9499961901456 189.73439080886553 802.21560538128 0.1912741484324736 0.8087258515675264
2007.0 364.0 883.5199961997569 176.6094125338546 706.9105836659023 0.19989294333291424 0.8001070566670858
2008.0 365.0 1384.8000027034432 415.45206084594565 969.3479418574975 0.30000870886401587 0.6999912911359841
2009.0 364.0 1305.4899994265288 495.68889153475254 809.8011078917763 0.3796956635075696 0.6203043364924303
2010.0 364.0 1098.6000021602958 314.7188326425421 783.8811695177537 0.2864726306423416 0.7135273693576584
2011.0 364.0 1107.4800001382828 332.9287155513125 774.5512845869703 0.3006182644469807 0.6993817355530193
2012.0 365.0 885.6999958325177 91.6784053466887 794.021590485829 0.10350954700018393 0.8964904529998161
2013.0 364.0 984.2199998833239 308.6875350192652 675.5324648640587 0.3136367225375009 0.6863632774624991
